LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.441501078648135
Amygdala;DICE;STD;0.04182496601857342
Amygdala;HDRFDST;MEAN;37.117839332998
Amygdala;HDRFDST;STD;2.442540327148494
GreyMatter;DICE;MEAN;0.6998802455076064
GreyMatter;DICE;STD;0.008786137228073792
GreyMatter;HDRFDST;MEAN;20.483796962011244
GreyMatter;HDRFDST;STD;0.783621094087511
Hippocampus;DICE;MEAN;0.36031347584628126
Hippocampus;DICE;STD;0.013020974909318268
Hippocampus;HDRFDST;MEAN;35.068581824801555
Hippocampus;HDRFDST;STD;4.3582758973242814
Thalamus;DICE;MEAN;0.7089056221789976
Thalamus;DICE;STD;0.024223851130459027
Thalamus;HDRFDST;MEAN;45.81548513471368
Thalamus;HDRFDST;STD;1.1141462519928906
WhiteMatter;DICE;MEAN;0.8187983688095513
WhiteMatter;DICE;STD;0.018869434689709967
WhiteMatter;HDRFDST;MEAN;18.145041757104856
WhiteMatter;HDRFDST;STD;1.1651006964727872
