LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.42465961205771335
Amygdala;DICE;STD;0.04341611476210636
Amygdala;HDRFDST;MEAN;18.335182079563634
Amygdala;HDRFDST;STD;1.954762929167777
GreyMatter;DICE;MEAN;0.5557841718355103
GreyMatter;DICE;STD;0.011523000449974253
GreyMatter;HDRFDST;MEAN;38.46942680988101
GreyMatter;HDRFDST;STD;1.3050674002552056
Hippocampus;DICE;MEAN;0.27338464205776186
Hippocampus;DICE;STD;0.012928034225223439
Hippocampus;HDRFDST;MEAN;49.40821098813607
Hippocampus;HDRFDST;STD;14.227743565015132
Thalamus;DICE;MEAN;0.6511289453280498
Thalamus;DICE;STD;0.01328074148845329
Thalamus;HDRFDST;MEAN;65.09460207421463
Thalamus;HDRFDST;STD;9.213727844887194
WhiteMatter;DICE;MEAN;0.6231702303316078
WhiteMatter;DICE;STD;0.018514903525397503
WhiteMatter;HDRFDST;MEAN;18.753029856324694
WhiteMatter;HDRFDST;STD;1.1505960228483947
