LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.35334807920088435
Amygdala;DICE;STD;0.027460237972547694
Amygdala;HDRFDST;MEAN;31.552552068441333
Amygdala;HDRFDST;STD;2.288330825798236
GreyMatter;DICE;MEAN;0.5537625276517772
GreyMatter;DICE;STD;0.0070975882705122334
GreyMatter;HDRFDST;MEAN;21.250313672221953
GreyMatter;HDRFDST;STD;0.9078374481022914
Hippocampus;DICE;MEAN;0.25316093876728485
Hippocampus;DICE;STD;0.011543829301413476
Hippocampus;HDRFDST;MEAN;23.849128472780386
Hippocampus;HDRFDST;STD;0.8479805945987704
Thalamus;DICE;MEAN;0.6570179207151494
Thalamus;DICE;STD;0.0176090608607645
Thalamus;HDRFDST;MEAN;15.839272298607275
Thalamus;HDRFDST;STD;12.288915861481517
WhiteMatter;DICE;MEAN;0.6571362301148309
WhiteMatter;DICE;STD;0.024850728605738143
WhiteMatter;HDRFDST;MEAN;18.529698159203328
WhiteMatter;HDRFDST;STD;2.109570128916533
