LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.022019492733562223
Amygdala;DICE;STD;0.0007177175856332291
Amygdala;HDRFDST;MEAN;91.422024253634
Amygdala;HDRFDST;STD;2.9177870669320356
GreyMatter;DICE;MEAN;0.6784459515856149
GreyMatter;DICE;STD;0.0021680623163432555
GreyMatter;HDRFDST;MEAN;20.880558096228004
GreyMatter;HDRFDST;STD;0.04789144022834435
Hippocampus;DICE;MEAN;0.05886984223897587
Hippocampus;DICE;STD;0.0045924390920764994
Hippocampus;HDRFDST;MEAN;88.97184817427447
Hippocampus;HDRFDST;STD;0.10115559229893734
Thalamus;DICE;MEAN;0.09808371415082609
Thalamus;DICE;STD;0.010381364896602373
Thalamus;HDRFDST;MEAN;71.21094555966224
Thalamus;HDRFDST;STD;0.03510696256525847
WhiteMatter;DICE;MEAN;0.7993029477636753
WhiteMatter;DICE;STD;0.00323083373376426
WhiteMatter;HDRFDST;MEAN;22.306121699792925
WhiteMatter;HDRFDST;STD;2.6338061268869257
