LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.38066090502382716
Amygdala;DICE;STD;0.04686267164400382
Amygdala;HDRFDST;MEAN;54.38299028400354
Amygdala;HDRFDST;STD;10.439845198563876
GreyMatter;DICE;MEAN;0.6912343302820958
GreyMatter;DICE;STD;4.418421811425155e-06
GreyMatter;HDRFDST;MEAN;20.71903841586684
GreyMatter;HDRFDST;STD;0.4705816845502522
Hippocampus;DICE;MEAN;0.3630917630499924
Hippocampus;DICE;STD;0.022694804424535697
Hippocampus;HDRFDST;MEAN;86.1850707211328
Hippocampus;HDRFDST;STD;0.3654925352666183
Thalamus;DICE;MEAN;0.6936187296197331
Thalamus;DICE;STD;0.014031847341824997
Thalamus;HDRFDST;MEAN;61.45102346215535
Thalamus;HDRFDST;STD;2.9617081985963125
WhiteMatter;DICE;MEAN;0.815381570763787
WhiteMatter;DICE;STD;7.894598095381511e-05
WhiteMatter;HDRFDST;MEAN;18.640266298001272
WhiteMatter;HDRFDST;STD;0.20117738341549973
