LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.44360345955796754
Amygdala;DICE;STD;0.04133510378666603
Amygdala;HDRFDST;MEAN;44.652176780861325
Amygdala;HDRFDST;STD;11.184056005345651
GreyMatter;DICE;MEAN;0.7070320357239794
GreyMatter;DICE;STD;0.008695506311379931
GreyMatter;HDRFDST;MEAN;19.97454915658332
GreyMatter;HDRFDST;STD;1.1477743642531177
Hippocampus;DICE;MEAN;0.36288364135364415
Hippocampus;DICE;STD;0.012707629241651685
Hippocampus;HDRFDST;MEAN;43.068385726169154
Hippocampus;HDRFDST;STD;8.15562081891436
Thalamus;DICE;MEAN;0.7066314992731315
Thalamus;DICE;STD;0.02296530667969836
Thalamus;HDRFDST;MEAN;68.81408352416476
Thalamus;HDRFDST;STD;1.5237810634324724
WhiteMatter;DICE;MEAN;0.8204240219961132
WhiteMatter;DICE;STD;0.018740347922167923
WhiteMatter;HDRFDST;MEAN;22.83171983233435
WhiteMatter;HDRFDST;STD;3.0187032808459944
