LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.44320922887699477
Amygdala;DICE;STD;0.04128560558574149
Amygdala;HDRFDST;MEAN;50.33415249742312
Amygdala;HDRFDST;STD;9.693971960252103
GreyMatter;DICE;MEAN;0.708066544647064
GreyMatter;DICE;STD;0.008764811787808217
GreyMatter;HDRFDST;MEAN;20.39327348743279
GreyMatter;HDRFDST;STD;0.9024391762167241
Hippocampus;DICE;MEAN;0.3636895382234
Hippocampus;DICE;STD;0.01207585681456707
Hippocampus;HDRFDST;MEAN;51.550679006446515
Hippocampus;HDRFDST;STD;3.876531178039863
Thalamus;DICE;MEAN;0.716153278674114
Thalamus;DICE;STD;0.025156420308430117
Thalamus;HDRFDST;MEAN;59.620052091237504
Thalamus;HDRFDST;STD;8.18836910734526
WhiteMatter;DICE;MEAN;0.8203704826769359
WhiteMatter;DICE;STD;0.018593978953855842
WhiteMatter;HDRFDST;MEAN;22.93333672624481
WhiteMatter;HDRFDST;STD;3.0268905828706227
